pathway_name	plot_group	n_plp	n_no_plp	OR	p	ci.int1	ci.int2	padj	cohort	perc_plp	fraction	hist_pathway
GALACTOSE METABOLISM	Non-neoplastic tumor	1360	72663	4.109736643373091	0.09334828672099511	0.4722816465389801	16.441823131054864	1	gnomAD	1.8372667954554667	1360/74023	Non-neoplastic tumor: GALACTOSE METABOLISM
AMINOACYL TRNA BIOSYNTHESIS	Choroid plexus tumor	2133	71890	4.212799117784911	0.09378215894960051	0.46964376407159547	17.93583073622147	1	gnomAD	2.88153681963714	2133/74023	Choroid plexus tumor: AMINOACYL TRNA BIOSYNTHESIS
SPLICEOSOME	Medulloblastoma	395	73628	3.965802834128249	0.09403967948799934	0.47172804392503925	14.826576858739434	1	gnomAD	0.5336179295624333	395/74023	Medulloblastoma: SPLICEOSOME
MEDICUS: ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	60	6235	4.072911320744417	0.09422481252450407	0.469752257947814	16.130272095238535	1	PMBB	0.9531374106433679	60/6295	DIPG or DMG: MEDICUS: ELECTRON TRANSFER IN COMPLEX I
MEDICUS: MUTATION CAUSED ABERRANT SNCA TO ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	60	6235	4.072911320744417	0.09422481252450407	0.469752257947814	16.130272095238535	1	PMBB	0.9531374106433679	60/6295	DIPG or DMG: MEDICUS: MUTATION CAUSED ABERRANT SNCA TO ELECTRON TRANSFER IN COMPLEX I
B CELL RECEPTOR SIGNALING PATHWAY	Ependymoma	536	73487	3.9738347455379137	0.09433156821843769	0.4706559452343931	14.98064244437163	1	gnomAD	0.7240992664442133	536/74023	Ependymoma: B CELL RECEPTOR SIGNALING PATHWAY
MEDICUS: TAC3 TACR3 PLC PKC SIGNALING PATHWAY	Low-grade glioma	171	73852	3.9439841689485284	0.09437712417607098	0.4708855126385556	14.639445951095746	1	gnomAD	0.23100928089918	171/74023	Low-grade glioma: MEDICUS: TAC3 TACR3 PLC PKC SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	DIPG or DMG	2416	71607	2.419404989070836	0.09462294483540112	0.6335709495475096	6.607267755295477	1	gnomAD	3.2638504248679463	2416/74023	DIPG or DMG: INSULIN SIGNALING PATHWAY
ADIPOCYTOKINE SIGNALING PATHWAY	Mesenchymal tumor	172	6123	4.186171857104659	0.09509216500013015	0.4655734152188042	17.856321932848903	1	PMBB	2.732327243844321	172/6295	Mesenchymal tumor: ADIPOCYTOKINE SIGNALING PATHWAY
BASE EXCISION REPAIR	Low-grade glioma	574	73449	2.3585714459276663	0.0952300435687871	0.6347583985243664	6.159229089230399	1	gnomAD	0.7754346621995866	574/74023	Low-grade glioma: BASE EXCISION REPAIR
MEDICUS: TCR PLCG ITPR SIGNALING PATHWAY	Other high-grade glioma	505	73518	3.9344523347811013	0.09574124385349954	0.46653032651500154	14.798786861773824	1	gnomAD	0.6822203909595665	505/74023	Other high-grade glioma: MEDICUS: TCR PLCG ITPR SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	Schwannoma	3026	70997	4.26572917729264	0.09677773018174596	0.45926156943925217	19.557578121776377	0.6774441112722217	gnomAD	4.087918619888413	3026/74023	Schwannoma: MAPK SIGNALING PATHWAY
MEDICUS: MUTATION INACTIVATED PINK1 TO ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	61	6234	4.005912713125459	0.09681111905994084	0.46214123778710814	15.852970467293613	1	PMBB	0.9690230341540906	61/6295	DIPG or DMG: MEDICUS: MUTATION INACTIVATED PINK1 TO ELECTRON TRANSFER IN COMPLEX I
VALINE LEUCINE AND ISOLEUCINE BIOSYNTHESIS	DIPG or DMG	61	6234	4.005912713125459	0.09681111905994084	0.46214123778710814	15.852970467293613	1	PMBB	0.9690230341540906	61/6295	DIPG or DMG: VALINE LEUCINE AND ISOLEUCINE BIOSYNTHESIS
MEDICUS: CORE NER REACTION	Mixed neuronal-glial tumor	1023	73000	2.816682846680436	0.09696967364118157	0.5673516795174441	8.572189216320632	1	gnomAD	1.38200289099334	1023/74023	Mixed neuronal-glial tumor: MEDICUS: CORE NER REACTION
AUTOIMMUNE THYROID DISEASE	Craniopharyngioma	84	6211	3.9949996222560773	0.09780319928397697	0.4591231669416238	15.931791275491058	1	PMBB	1.334392374900715	84/6295	Craniopharyngioma: AUTOIMMUNE THYROID DISEASE
CELL CYCLE	Atypical Teratoid Rhabdoid Tumor	1456	72567	3.9870707146229645	0.09842969699221407	0.45728568507051975	16.013469262425968	1	gnomAD	1.9669562163111467	1456/74023	Atypical Teratoid Rhabdoid Tumor: CELL CYCLE
MEDICUS: MUTATION INACTIVATED PRKN TO MGLUR1 SIGNALING PATHWAY	Other high-grade glioma	514	73509	3.865107093686228	0.09860436941994832	0.4583200220323978	14.536600595948942	1	gnomAD	0.6943787741647867	514/74023	Other high-grade glioma: MEDICUS: MUTATION INACTIVATED PRKN TO MGLUR1 SIGNALING PATHWAY
MEDICUS: TESTOSTERONE BIOSYNTHESIS	Other high-grade glioma	514	73509	3.865107093686228	0.09860436941994832	0.4583200220323978	14.536600595948942	1	gnomAD	0.6943787741647867	514/74023	Other high-grade glioma: MEDICUS: TESTOSTERONE BIOSYNTHESIS
STARCH AND SUCROSE METABOLISM	Non-neoplastic tumor	249	6046	2.912901754186733	0.09865883692774699	0.559247538032938	9.643663216208504	1	PMBB	3.955520254169976	249/6295	Non-neoplastic tumor: STARCH AND SUCROSE METABOLISM
MEDICUS: ISOLEUCINE DEGRADATION	Medulloblastoma	113	6182	2.3780701233714687	0.09868441173115212	0.623780294040429	6.466292703745258	1	PMBB	1.795075456711676	113/6295	Medulloblastoma: MEDICUS: ISOLEUCINE DEGRADATION
MEDICUS: TETHERING OF LATE ENDOSOMES AND LYSOSOMES	Low-grade glioma	48	6247	2.3984960643488353	0.09877014996270769	0.6225110686922548	6.639028304224013	1	PMBB	0.7625099285146942	48/6295	Low-grade glioma: MEDICUS: TETHERING OF LATE ENDOSOMES AND LYSOSOMES
CYTOSOLIC DNA SENSING PATHWAY	Mixed neuronal-glial tumor	41	6254	3.9602526192914227	0.09892421279123674	0.4560493510584933	15.732173485550222	1	PMBB	0.6513105639396346	41/6295	Mixed neuronal-glial tumor: CYTOSOLIC DNA SENSING PATHWAY
MEDICUS: MUTATION CAUSED ABERRANT TDP43 TO ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	62	6233	3.94071263797265	0.09941781498557149	0.45476961324799964	15.587532969642343	1	PMBB	0.9849086576648134	62/6295	DIPG or DMG: MEDICUS: MUTATION CAUSED ABERRANT TDP43 TO ELECTRON TRANSFER IN COMPLEX I
HOMOLOGOUS RECOMBINATION	Atypical Teratoid Rhabdoid Tumor	1471	72552	3.945618776791801	0.10013724890974451	0.4525289846934856	15.848961488836977	1	gnomAD	1.9872201883198466	1471/74023	Atypical Teratoid Rhabdoid Tumor: HOMOLOGOUS RECOMBINATION
MEDICUS: COPII VESICLE FORMATION	Other high-grade glioma	43	6252	3.9279037397217107	0.10015209789443083	0.45267894405158915	15.579216475658098	1	PMBB	0.6830818109610802	43/6295	Other high-grade glioma: MEDICUS: COPII VESICLE FORMATION
NON HOMOLOGOUS END JOINING	Other high-grade glioma	519	73504	3.8276290077867	0.10020547866320798	0.45388101393182984	14.394870579935855	1	gnomAD	0.7011334315010199	519/74023	Other high-grade glioma: NON HOMOLOGOUS END JOINING
MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING UBIQUITINATION OF RTK BY CBL	Low-grade glioma	817	73206	2.0741245724761503	0.10041054394877785	0.6649708773399888	4.93499084895706	1	gnomAD	1.1037110087405266	817/74023	Low-grade glioma: MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING UBIQUITINATION OF RTK BY CBL
MEDICUS: CCR CXCR GNB G PI3K RAC SIGNALING PATHWAY	Low-grade glioma	14	6281	4.095483154500182	0.10065110918243245	0.44908926693920365	18.0006811788681	1	PMBB	0.22239872915011916	14/6295	Low-grade glioma: MEDICUS: CCR CXCR GNB G PI3K RAC SIGNALING PATHWAY
MEDICUS: RAD51 DSDNA DESTABILIZATION	Low-grade glioma	14	6281	4.095483154500182	0.10065110918243245	0.44908926693920365	18.0006811788681	1	PMBB	0.22239872915011916	14/6295	Low-grade glioma: MEDICUS: RAD51 DSDNA DESTABILIZATION
MEDICUS: PKR EIF2ALPHA SIGNALING PATHWAY	Medulloblastoma	412	73611	3.801337929830302	0.10087483680107649	0.4522066864789571	14.207649504838097	1	gnomAD	0.5565837645056266	412/74023	Medulloblastoma: MEDICUS: PKR EIF2ALPHA SIGNALING PATHWAY
NON HOMOLOGOUS END JOINING	Medulloblastoma	34	6261	3.916361396767702	0.10127492799542993	0.44942240018096247	15.667681354013808	1	PMBB	0.5401111993645751	34/6295	Medulloblastoma: NON HOMOLOGOUS END JOINING
GALACTOSE METABOLISM	Medulloblastoma	1360	72663	2.3229287690771385	0.10147716017334973	0.6188866997247348	6.1656007362165015	1	gnomAD	1.8372667954554667	1360/74023	Medulloblastoma: GALACTOSE METABOLISM
MEDICUS: BETA OXIDATION	Medulloblastoma	1360	72663	2.3229287690771385	0.10147716017334973	0.6188866997247348	6.1656007362165015	1	gnomAD	1.8372667954554667	1360/74023	Medulloblastoma: MEDICUS: BETA OXIDATION
MEDICUS: MUTATION CAUSED ABERRANT HTT TO REST MEDIATED TRANSCRIPTIONAL REPRESSION	Low-grade glioma	179	73844	3.767364710229185	0.10178810947265671	0.44993522561173427	13.974010198713069	1	gnomAD	0.24181673263715334	179/74023	Low-grade glioma: MEDICUS: MUTATION CAUSED ABERRANT HTT TO REST MEDIATED TRANSCRIPTIONAL REPRESSION
MEDICUS: MUTATION CAUSED ABERRANT ABETA TO ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	63	6232	3.8775913832857145	0.10204439568203719	0.4476270370269174	15.328298484725222	1	PMBB	1.0007942811755361	63/6295	DIPG or DMG: MEDICUS: MUTATION CAUSED ABERRANT ABETA TO ELECTRON TRANSFER IN COMPLEX I
MELANOMA	DIPG or DMG	63	6232	3.8775913832857145	0.10204439568203719	0.4476270370269174	15.328298484725222	1	PMBB	1.0007942811755361	63/6295	DIPG or DMG: MELANOMA
BUTANOATE METABOLISM	DIPG or DMG	1566	72457	2.776037869494208	0.10216336808617277	0.5532711269714509	8.607406043821722	1	gnomAD	2.1155586777082798	1566/74023	DIPG or DMG: BUTANOATE METABOLISM
RNA DEGRADATION	Low-grade glioma	822	73201	2.0613672841695703	0.10233717541830348	0.6608883521325377	4.904527371869935	1	gnomAD	1.11046566607676	822/74023	Low-grade glioma: RNA DEGRADATION
GLYCOLYSIS GLUCONEOGENESIS	DIPG or DMG	2489	71534	2.3460799804164827	0.10268689984907137	0.6143783963839966	6.405824655104553	1	gnomAD	3.362468421976953	2489/74023	DIPG or DMG: GLYCOLYSIS GLUCONEOGENESIS
APOPTOSIS	Ependymoma	1169	72854	2.7493040757409686	0.10273847204785706	0.5525121634891805	8.401743914443559	1	gnomAD	1.5792388852113532	1169/74023	Ependymoma: APOPTOSIS
MEDICUS: CA2 ENTRY VOLTAGE GATED CA2 CHANNEL	Atypical Teratoid Rhabdoid Tumor	126	6169	3.9151929101340586	0.10285485267844839	0.4447329352165621	15.989373716034233	1	PMBB	2.0015885623510723	126/6295	Atypical Teratoid Rhabdoid Tumor: MEDICUS: CA2 ENTRY VOLTAGE GATED CA2 CHANNEL
NEUROACTIVE LIGAND RECEPTOR INTERACTION	Schwannoma	266	6029	4.119267880203738	0.10309117208546267	0.44152645635757326	19.01367399700068	0.7216382045982387	PMBB	4.225575853852264	266/6295	Schwannoma: NEUROACTIVE LIGAND RECEPTOR INTERACTION
FC EPSILON RI SIGNALING PATHWAY	Ependymoma	47	6248	3.8516198671798496	0.10323397623541357	0.44446013201784773	15.237506036193329	1	PMBB	0.7466243050039714	47/6295	Ependymoma: FC EPSILON RI SIGNALING PATHWAY
MEDICUS: CXCR GNB G PI3K AKT SIGNALING PATHWAY	Low-grade glioma	181	73842	3.7256709029134623	0.1036654566159017	0.44498905039401476	13.816928671825705	1	gnomAD	0.24451859557164662	181/74023	Low-grade glioma: MEDICUS: CXCR GNB G PI3K AKT SIGNALING PATHWAY
PEROXISOME	Ependymoma	219	6076	2.101508872558704	0.10382778711311899	0.654078892968417	5.230935247499207	1	PMBB	3.478951548848292	219/6295	Ependymoma: PEROXISOME
MEDICUS: HOMOLOGOUS RECOMBINATION IN ICLR	Other high-grade glioma	92	6203	2.7700811919417485	0.10391967345660405	0.5484169280636279	8.675623651181322	1	PMBB	1.4614773629864972	92/6295	Other high-grade glioma: MEDICUS: HOMOLOGOUS RECOMBINATION IN ICLR
MEDICUS: CDC25 CELL CYCLE G2 M	Other high-grade glioma	531	73492	3.7405922985191387	0.10407787799749639	0.44357512195451104	14.065612236330741	1	gnomAD	0.71734460910798	531/74023	Other high-grade glioma: MEDICUS: CDC25 CELL CYCLE G2 M
ERBB SIGNALING PATHWAY	Craniopharyngioma	1039	72984	3.7969716989893687	0.10408437531958724	0.4427611878662938	14.754672405242125	1	gnomAD	1.4036177944692867	1039/74023	Craniopharyngioma: ERBB SIGNALING PATHWAY
MELANOGENESIS	Low-grade glioma	1670	72353	1.839339887049025	0.10421132091959295	0.8281040945708645	3.5663669372184943	1	gnomAD	2.256055550301933	1670/74023	Low-grade glioma: MELANOGENESIS
MEDICUS: REGULATION OF COMPLEMENT CASCADE MAC INHIBITION	Ependymoma	570	73453	3.7351969683279878	0.10450150928532814	0.442427425642836	14.076481237256743	1	gnomAD	0.7700309363305999	570/74023	Ependymoma: MEDICUS: REGULATION OF COMPLEMENT CASCADE MAC INHIBITION
WNT SIGNALING PATHWAY	Medulloblastoma	1376	72647	2.2954214448118866	0.10473863468820394	0.6115923745757963	6.092447073222705	1	gnomAD	1.8588816989314132	1376/74023	Medulloblastoma: WNT SIGNALING PATHWAY
PROGESTERONE MEDIATED OOCYTE MATURATION	DIPG or DMG	767	73256	3.7454790472918673	0.10498880544216796	0.4408792520243676	14.28806991946018	1	gnomAD	1.0361644353781931	767/74023	DIPG or DMG: PROGESTERONE MEDIATED OOCYTE MATURATION
MELANOMA	DIPG or DMG	769	73254	3.73564920323442	0.10544285064610233	0.4397226644016458	14.250391152241372	1	gnomAD	1.0388662983126866	769/74023	DIPG or DMG: MELANOMA
MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING UBIQUITINATION OF RTK BY CBL	Low-grade glioma	69	6226	2.088267199714404	0.10549074313819556	0.6507985447869068	5.1882358374185005	1	PMBB	1.096108022239873	69/6295	Low-grade glioma: MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING UBIQUITINATION OF RTK BY CBL
O GLYCAN BIOSYNTHESIS	Low-grade glioma	183	73840	3.6849006191285367	0.10555228240293346	0.44015017768339054	13.663316267819923	1	gnomAD	0.24722045850614	183/74023	Low-grade glioma: O GLYCAN BIOSYNTHESIS
MEDICUS: TYROSINE DEGRADATION	Medulloblastoma	35	6260	3.803991437090573	0.10605375308980242	0.4369947429958292	15.185736650674764	1	PMBB	0.5559968228752978	35/6295	Medulloblastoma: MEDICUS: TYROSINE DEGRADATION
NOTCH SIGNALING PATHWAY	Medulloblastoma	35	6260	3.803991437090573	0.10605375308980242	0.4369947429958292	15.185736650674764	1	PMBB	0.5559968228752978	35/6295	Medulloblastoma: NOTCH SIGNALING PATHWAY
TERPENOID BACKBONE BIOSYNTHESIS	Mixed neuronal-glial tumor	517	73506	3.692965495306975	0.10619827184202395	0.43820093640596375	13.869011793943242	1	gnomAD	0.6984315685665267	517/74023	Mixed neuronal-glial tumor: TERPENOID BACKBONE BIOSYNTHESIS
GLYCOLYSIS GLUCONEOGENESIS	DIPG or DMG	214	6081	2.319149612877593	0.10773860137182506	0.6023434453474856	6.41157733156238	1	PMBB	3.3995234312946785	214/6295	DIPG or DMG: GLYCOLYSIS GLUCONEOGENESIS
HUNTINGTONS DISEASE	Choroid plexus tumor	196	6099	3.8882189012448767	0.10786564997582836	0.4308015295715438	16.719021951674186	1	PMBB	3.113582208101668	196/6295	Choroid plexus tumor: HUNTINGTONS DISEASE
GALACTOSE METABOLISM	Non-neoplastic tumor	125	6170	3.7955101619478167	0.10790423889695488	0.43194432736222066	15.441842435478476	1	PMBB	1.9857029388403495	125/6295	Non-neoplastic tumor: GALACTOSE METABOLISM
HOMOLOGOUS RECOMBINATION	Atypical Teratoid Rhabdoid Tumor	130	6165	3.7924511350120924	0.1082943015012318	0.43091287532641365	15.479202244545636	1	PMBB	2.0651310563939633	130/6295	Atypical Teratoid Rhabdoid Tumor: HOMOLOGOUS RECOMBINATION
LYSINE DEGRADATION	Non-neoplastic tumor	1495	72528	3.731965956296034	0.10937293014192004	0.4288553596461586	14.929548707523589	1	gnomAD	2.0196425435337666	1495/74023	Non-neoplastic tumor: LYSINE DEGRADATION
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	Ependymoma	101	6194	2.704774090093836	0.10945133659433473	0.5354289468048281	8.472820393025879	1	PMBB	1.6044479745830023	101/6295	Ependymoma: NATURAL KILLER CELL MEDIATED CYTOTOXICITY
B CELL RECEPTOR SIGNALING PATHWAY	Ependymoma	49	6246	3.6934625008045576	0.11037602374926392	0.42667723219341414	14.57979185237946	1	PMBB	0.778395552025417	49/6295	Ependymoma: B CELL RECEPTOR SIGNALING PATHWAY
VEGF SIGNALING PATHWAY	Ependymoma	49	6246	3.6934625008045576	0.11037602374926392	0.42667723219341414	14.57979185237946	1	PMBB	0.778395552025417	49/6295	Ependymoma: VEGF SIGNALING PATHWAY
FC EPSILON RI SIGNALING PATHWAY	Ependymoma	591	73432	3.601685353138338	0.11092691850692482	0.4266211594834322	13.570025875740374	1	gnomAD	0.7984004971427798	591/74023	Ependymoma: FC EPSILON RI SIGNALING PATHWAY
MATURITY ONSET DIABETES OF THE YOUNG	Mixed neuronal-glial tumor	531	73492	3.595108880049275	0.11097457585738704	0.4265962060554538	13.498812487322443	1	gnomAD	0.71734460910798	531/74023	Mixed neuronal-glial tumor: MATURITY ONSET DIABETES OF THE YOUNG
MEDICUS: CDC25 CELL CYCLE G2 M	Mixed neuronal-glial tumor	531	73492	3.595108880049275	0.11097457585738704	0.4265962060554538	13.498812487322443	1	gnomAD	0.71734460910798	531/74023	Mixed neuronal-glial tumor: MEDICUS: CDC25 CELL CYCLE G2 M
MEDICUS: WNT SIGNALING PATHWAY	Low-grade glioma	608	73415	2.2257327697504454	0.11113871315314958	0.5991092478874814	5.811276450908976	1	gnomAD	0.8213663320859732	608/74023	Low-grade glioma: MEDICUS: WNT SIGNALING PATHWAY
PATHWAYS IN CANCER	Neurofibroma plexiform	499	5796	2.9032897513711267	0.11131884453693562	0.5240044972230001	10.803098887571016	1	PMBB	7.926926131850676	499/6295	Neurofibroma plexiform: PATHWAYS IN CANCER
ERBB SIGNALING PATHWAY	Craniopharyngioma	91	6204	3.683950704002761	0.111494030669508	0.4238441506853408	14.661003893218014	1	PMBB	1.4455917394757745	91/6295	Craniopharyngioma: ERBB SIGNALING PATHWAY
MEDICUS: CXCR GNB G PI3K AKT SIGNALING PATHWAY	Low-grade glioma	15	6280	3.822223852600837	0.11161627577300366	0.4215710182891385	16.594057130426215	1	PMBB	0.23828435266084197	15/6295	Low-grade glioma: MEDICUS: CXCR GNB G PI3K AKT SIGNALING PATHWAY
MEDICUS: HEDGEHOG SIGNALING PATHWAY PTCH CORECEPTOR	Low-grade glioma	15	6280	3.822223852600837	0.11161627577300366	0.4215710182891385	16.594057130426215	1	PMBB	0.23828435266084197	15/6295	Low-grade glioma: MEDICUS: HEDGEHOG SIGNALING PATHWAY PTCH CORECEPTOR
MEDICUS: MUTATION INACTIVATED PINK1 TO INTRINSIC APOPTOTIC PATHWAY N01050	Low-grade glioma	15	6280	3.822223852600837	0.11161627577300366	0.4215710182891385	16.594057130426215	1	PMBB	0.23828435266084197	15/6295	Low-grade glioma: MEDICUS: MUTATION INACTIVATED PINK1 TO INTRINSIC APOPTOTIC PATHWAY N01050
MEDICUS: WNT SIGNALING PATHWAY	Medulloblastoma	75	6220	2.674489232353104	0.11197475201457285	0.5298845123885019	8.365645589053024	1	PMBB	1.1914217633042097	75/6295	Medulloblastoma: MEDICUS: WNT SIGNALING PATHWAY
TGF BETA SIGNALING PATHWAY	Other high-grade glioma	1135	72888	2.639007128256452	0.11200881320330894	0.5311541311262031	8.041905583045157	1	gnomAD	1.5333072153249665	1135/74023	Other high-grade glioma: TGF BETA SIGNALING PATHWAY
STEROID HORMONE BIOSYNTHESIS	Non-neoplastic tumor	128	6167	3.704944117384241	0.11218410206722564	0.4217233451181418	15.066427347767817	1	PMBB	2.033359809372518	128/6295	Non-neoplastic tumor: STEROID HORMONE BIOSYNTHESIS
MEDICUS: HEDGEHOG SIGNALING PATHWAY HH LIGAND SECRETION	Low-grade glioma	190	73833	3.549070100383556	0.11222826698937192	0.42401055598074133	13.151425790603195	1	gnomAD	0.2566769787768667	190/74023	Low-grade glioma: MEDICUS: HEDGEHOG SIGNALING PATHWAY HH LIGAND SECRETION
ENDOMETRIAL CANCER	DIPG or DMG	801	73222	3.584363459627784	0.11278032221871118	0.4220013810253311	13.67312330417344	1	gnomAD	1.0820961052645799	801/74023	DIPG or DMG: ENDOMETRIAL CANCER
MEDICUS: CROSSTALK BETWEEN EXTRINSIC AND INTRINSIC APOPTOTIC PATHWAYS	Low-grade glioma	191	73832	3.5297319470394393	0.11319084390661877	0.42180077234631763	13.081399313373511	1	gnomAD	0.2580279102441133	191/74023	Low-grade glioma: MEDICUS: CROSSTALK BETWEEN EXTRINSIC AND INTRINSIC APOPTOTIC PATHWAYS
MEDICUS: CYTOKINE JAK STAT SIGNALING PATHWAY	Ependymoma	50	6245	3.619183727917952	0.11399527370597257	0.41830499957994727	14.271561361404105	1	PMBB	0.7942811755361397	50/6295	Ependymoma: MEDICUS: CYTOKINE JAK STAT SIGNALING PATHWAY
MEDICUS: GPCR PI3K SIGNALING PATHWAY	Low-grade glioma	192	73831	3.5113592697840437	0.11415557267309359	0.41961384216088154	13.01211202834169	1	gnomAD	0.25937884171136	192/74023	Low-grade glioma: MEDICUS: GPCR PI3K SIGNALING PATHWAY
APOPTOSIS	Ependymoma	103	6192	2.6514425592261555	0.1141904728161527	0.5250470635540532	8.301424173267913	1	PMBB	1.6362192216044478	103/6295	Ependymoma: APOPTOSIS
GLYCOSAMINOGLYCAN DEGRADATION	Mixed neuronal-glial tumor	1731	72292	2.22742872518521	0.11443794534171615	0.5908561217195034	5.95333095923474	1	gnomAD	2.33846236980398	1731/74023	Mixed neuronal-glial tumor: GLYCOSAMINOGLYCAN DEGRADATION
HUNTINGTONS DISEASE	Choroid plexus tumor	2404	71619	3.7234333981945777	0.11464026525782813	0.4151413531844441	15.853742486326757	1	gnomAD	3.2476392472609867	2404/74023	Choroid plexus tumor: HUNTINGTONS DISEASE
ENDOCYTOSIS	Craniopharyngioma	190	6105	2.6768132101378748	0.11469226882317847	0.5228385501924541	8.590085766972246	1	PMBB	3.0182684670373314	190/6295	Craniopharyngioma: ENDOCYTOSIS
MEDICUS: GLYCOGEN BIOSYNTHESIS	Mixed neuronal-glial tumor	45	6250	3.6064617471755267	0.11480313217806715	0.4164386149331581	14.248073592410744	1	PMBB	0.7148530579825259	45/6295	Mixed neuronal-glial tumor: MEDICUS: GLYCOGEN BIOSYNTHESIS
ECM RECEPTOR INTERACTION	Other tumor	4228	69795	2.7512830261236942	0.11522088005438368	0.5189201363930366	9.431118133617671	1	gnomAD	5.711738243518906	4228/74023	Other tumor: ECM RECEPTOR INTERACTION
COLORECTAL CANCER	Medulloblastoma	910	73113	2.591660675242103	0.115539102112743	0.5239776976310706	7.837800565130614	1	gnomAD	1.2293476351944665	910/74023	Medulloblastoma: COLORECTAL CANCER
INSULIN SIGNALING PATHWAY	Choroid plexus tumor	2416	71607	3.704367477905606	0.11559137843340897	0.4130113393430018	15.772298132514969	1	gnomAD	3.2638504248679463	2416/74023	Choroid plexus tumor: INSULIN SIGNALING PATHWAY
MEDICUS: BASE EXCISION AND STRAND CLEAVAGE BY MONOFUNCTIONAL GLYCOSYLASE	Medulloblastoma	37	6258	3.596873137206872	0.11578882068306022	0.41408591175675413	14.304928838655215	1	PMBB	0.5877680698967435	37/6295	Medulloblastoma: MEDICUS: BASE EXCISION AND STRAND CLEAVAGE BY MONOFUNCTIONAL GLYCOSYLASE
