#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
BS_MFTAVQ5C	AFR	NA	0	0.9986	0.0014	0	0	49.4248	-11.7269	-1.1038	2.098	-1.4225	-0.4481	1.0146	2.1806	3.423	-1.7599
BS_MGBEMNYR	EUR	NA	0	0	0.137	0	0.863	1.0759	9.2771	4.7965	4.2454	-3.1322	-1.3598	3.8061	0.6878	6.4516	-2.0559
BS_MJVDW441	EUR	NA	0	0	0.0999	0	0.9001	0.096	9.0881	3.8446	5.6366	-1.3935	-0.3335	1.1986	-1.5281	2.6027	2.2368
BS_MKSMSB6J	SAS	NA	0	0	0	1	0	1.3826	-3.8322	-15.0233	-3.7067	-4.1679	-0.843	2.5478	1.9999	5.8402	-1.09
BS_MKYS4YRC	EUR	NA	0	0	0.0162	0	0.9838	-0.5368	11.0535	4.4074	9.0565	-2.6935	0.9761	2.165	-2.9983	4.5966	-1.328
BS_MN13H3T4	AFR	NA	0	0.9994	6e-4	0	0	54.1244	-13.6906	1.8053	1.1739	-4.9231	1.3549	1.7196	-2.6635	1.8086	-0.6551
BS_MN2FX68Z	EAS	NA	1	0	0	0	0	-6.1759	-39.634	-0.4664	5.2112	0.3892	-1.4514	1.8747	-0.591	4.1945	-0.0519
BS_MS9061DG	AMR	NA	1e-4	8e-4	0.9452	1e-4	0.0538	-0.0996	2.8751	5.6278	-0.5134	-2.7681	-0.8102	2.4367	-1.4554	6.0783	-3.2839
BS_MTA50F0G	AFR	NA	0	0.9999	1e-4	0	0	60.9784	-18.5576	0.5921	-0.3025	-2.9369	-2.1755	1.5807	-1.2381	3.8542	-1.7894
BS_MTDQBCQK	EUR	NA	0	0	0.0404	0	0.9596	0.4883	10.5351	4.4627	7.858	-3.6031	-1.1338	0.569	-2.5721	3.2671	1.1769
BS_MW63FCZC	EUR	NA	0	0	0.0416	0	0.9584	1.3797	10.8239	4.0151	6.4674	-6.4116	-0.5701	2.7523	-3.3155	2.1515	-2.8897
BS_N05BJ03T	EUR	NA	0	0	0.0132	0	0.9868	-0.6344	12.7827	5.3807	8.992	-3.5706	0.3424	3.4378	-0.8173	2.2508	-2.6456
BS_N0X0S3JD	EUR	NA	0	0	0.0221	0	0.9779	1.2194	12.6282	2.9978	7.6491	-3.4233	-1.4215	1.7181	-0.383	4.9097	-1.1883
BS_N1WCEX2B	AFR	NA	0	0.9985	0.0015	0	0	50.3057	-11.7241	1.9571	4.2603	-2.3721	-1.2298	0.6291	-0.5277	4.0847	-0.8892
BS_N2A2JA32	EUR	NA	0	0	0.0181	0	0.9819	0.2006	13.152	4.5319	8.056	-2.8346	-2.4794	2.6034	-1.1101	6.1028	-1.8466
BS_N2TDDQ9Y	EUR	NA	0	0	0.028	0	0.972	0.351	10.6755	3.5169	8.4237	-2.7873	-2.0655	4.1013	-1.8738	5.416	0.427
BS_N4D5BPQP	EUR	NA	0	0	0.0187	0	0.9813	0.4967	12.2204	4.6494	9.143	-3.5103	-1.1015	0.7846	-2.2496	3.5642	1.015
BS_N559C2Y0	EAS	NA	1	0	0	0	0	-5.2691	-36.5601	-2.6753	3.9449	1.753	0.9043	2.5036	-1.7269	2.464	-0.4482
BS_N6XWSD15	EUR	NA	0	0	0.0386	0	0.9614	0.4823	10.9772	5.4251	7.7862	-1.6707	-0.2617	1.1012	-0.8695	4.3229	-1.2713
BS_N8D9FH6M	EUR	NA	0	0	0.0247	0	0.9753	1.3589	12.3686	4.943	7.8953	-5.9529	-0.5966	1.3985	-0.3226	4.5856	-1.4482
BS_NCF4MJ9S	EUR	NA	0	0	0.0384	0	0.9616	2.0574	10.0661	2.2144	7.6802	-3.5657	-1.7041	4.1946	-2.6963	3.9867	-1.0486
BS_NF8F99FQ	EUR	NA	0	0	0.021	0	0.979	1.214	10.9639	4.0169	9.9547	-3.15	-0.5012	1.9198	-0.7582	4.1967	1.316
BS_NFTVRVAF	EUR	NA	0	0	0.0671	0	0.9329	1.7167	10.6838	4.0182	6.8498	-2.6847	-4.1818	3.8582	-1.2983	4.1672	0.2199
BS_NG0CR0EP	AMR	NA	0	0.011	0.989	0	0	0.7096	-12.5471	14.57	-17.369	-2.7404	-3.0896	1.4319	-0.5706	4.5658	-0.7998
BS_NHEDGJ66	AMR	NA	0	0.0149	0.985	0	1e-4	-1.4615	0.0497	10.004	-4.2504	-2.4504	-1.1672	1.9799	0.1291	4.35	-1.7621
BS_NHFB2YJR	EUR	NA	0	0	0.0173	0	0.9827	-0.10780000000000001	11.378	3.6591	9.0007	-3.5881	-0.7648	1.6193	-1.8967	5.0007	-1.3389
BS_NHMPQ8Q1	AFR	NA	0	0.7066	0.2934	0	0	24.0269	-9.7039	6.1684	-4.8556	-3.6424	-1.0409	2.1135	-0.3203	3.954	1.0157
BS_NTV9Z7SE	AMR	NA	1e-4	0.0868	0.9128	0	2e-4	12.5535	1.361	5.1025	0.6323	-2.3875	-2.0752	1.2526	-0.7873	3.7339	0.5166
BS_NWXG4ZNS	EUR	NA	0	0	0.2171	0	0.7829	0.1037	7.8572	5.6783	4.5418	-1.7858	-2.0074	0.2653	0.767	5.3136	-1.472
BS_NY51QX79	EUR	NA	0	0	0.0582	0	0.9418	3.0877	10.3698	1.801	7.8397	-2.986	-4.7065	1.3656	-0.2883	4.4793	-0.2768
BS_P2QCH2SY	EUR	NA	0	0	0.0261	0	0.9739	-0.3682	11.7591	5.6519	8.7718	-2.8062	-0.6939	0.6794	0.298	2.5969	-1.0027
BS_P36C0ABE	EUR	NA	0	0	0.034	0	0.966	1.5877	10.29	3.4717	8.6091	-4.3603	-1.1841	1.2084	-1.5352	3.8142	-0.5856
BS_P3P96WCD	SAS	NA	0	0	0	1	0	0.6812	-2.1199	-15.7243	-2.6816	-3.6471	0.043	3.2663	-0.8226	2.9238	-0.2702
BS_P3PF53V8	EUR	NA	1e-4	0	0.4499	0	0.5501	-3.2044	-1.2602	2.5107	7.6389	-4.1859	0.9226	1.6821	-0.7502	2.4442	-1.6251
BS_P3W89XQY	EUR	NA	0	0	0.0762	0	0.9238	1.1453	9.5954	4.348	5.4114	-2.9769	0.9773	3.1846	-1.3965	4.4391	-1.7728
BS_P4Z4YP0P	AMR	NA	0	4e-4	0.9602	0	0.0393	0.1251	4.0299	8.1133	-0.6507	-3.9636	-0.6296	1.0079	-0.5456	3.4812	-3.2234
BS_P52FTQNA	AFR	NA	0	0.9972	0.0028	0	0	48.2546	-10.9809	3.1541	4.0959	-3.0384	-1.1973	1.4873	-1.896	4.7681	-1.2549
BS_P65SHPNZ	EUR	NA	0	0	0.0217	0	0.9783	0.8717	12.8567	4.5819	8.432	-3.0564	-3.8503	4.6708	-0.9476	5.367	-0.6186
BS_P7CY04E7	EUR	NA	7e-4	0.004	0.1848	0.0527	0.7578	6.8093	4.6663	-2.3511	4.2063	-1.8088	-5.4557	-0.9011	-1.4492	2.5139	-1.1133
BS_P862EP9P	EUR	NA	0	0	0.0814	0	0.9186	2.7479	9.3397	2.4333	6.7871	-1.5712	-3.2207	2.7262	-2.8001	2.1051	-2.367
BS_PA3YK67Y	EUR	NA	0	0	0.0559	0	0.9441	1.1995	8.9991	3.6575	8.5838	-2.2723	-2.4998	3.1857	-0.0959	3.9451	-0.9937
BS_PAYW4RCK	AFR	NA	0	0.7862	0.2138	0	0	28.5583	-2.0176	2.8989	7.0183	-4.9831	-0.9157	1.6455	-1.559	5.9761	-0.2861
BS_PC83EJY8	EUR	NA	0	0	0.049	0	0.951	4.0927	10.5847	1.9834	8.5063	-3.7085	-4.6098	1.991	-0.7224	5.4145	0.5648
BS_PCKWEEVT	EUR	NA	0	0	0.07	0	0.93	2.3564	9.2496	1.4091	7.1497	-1.3978	-3.4596	2.7005	-1.2411	4.5255	-0.8582
BS_PCMTT30B	EUR	NA	0	0	0.2378	0	0.7622	1.9598	7.592	5.7682	5.3472	-3.0291	-3.3853	1.9258	-1.4682	3.3445	-0.6876
BS_PF7546KW	AMR	NA	0	0.0616	0.9384	0	0	11.7667	-0.343	7.1206	-1.3243	-2.4736	-3.8227	1.6147	0.8655	4.5411	0.0627
BS_PFE6M2EW	EUR	NA	0	0	0.0272	0	0.9728	-0.0753	9.6121	5.6726	10.0046	-3.6579	-0.4425	1.9883	-1.3198	4.1841	-1.6582
BS_PFSB20M7	EUR	NA	0	0	0.023	0	0.977	-1.1941	11.0786	5.2893	7.9587	-3.6645	0.5078	2.4491	-2.6787	4.7527	0.1327
BS_PFXDWV9R	EUR	NA	0	0	0.0283	0	0.9717	-0.3644	12.1513	2.2638	5.9146	-5.0378	-0.5016	2.6022	-1.1106	5.2061	0.8989
BS_PJ08ZW9A	EUR	NA	0	0	0.0138	0	0.9862	0.5268	11.8398	3.9139	9.1251	-4.9553	2.0929	2.4883	-0.8629	2.9242	-0.7455
BS_PJK0M1X0	AMR	NA	1e-4	0.3352	0.6647	0	1e-4	23.3983	0.5126	3.3323	7.1903	-3.1793	0.8512	3.3033	-0.8032	3.2642	-1.2637
BS_PK3D102Z	EUR	NA	0	0	0.007	0	0.993	-0.619	12.9719	3.891	10.6436	-2.3463	-0.2256	1.373	-2.3113	5.0702	-0.1748
BS_PKKNB5PY	AMR	NA	1e-4	0.0018	0.9821	0	0.016	3.4151	4.0072	8.8215	-0.9276	-3.5509	1.002	2.908	-1.4096	4.0583	0.2695
BS_PN1V5KM9	EUR	NA	0	0	0.1253	0	0.8747	0.1571	7.1429	2.6929	6.4316	-3.6308	-1.9298	3.5561	0.2475	3.2628	2.2127
BS_PNXDHDF3	EUR	NA	0	0	0.1068	0	0.8932	2.1815	12.0081	6.0427	4.9533	-2.7447	-3.4768	2.3338	-1.7538	2.5776	1.7508
BS_PSAZZC71	AMR	NA	9e-4	0.0722	0.9257	1e-4	0.0011	11.4159	1.0459	4.4223	1.9021	-1.6714	-1.6485	3.2471	0.3979	4.7339	-0.3016
BS_PT1DC3ZF	AMR	NA	0	0.0154	0.9846	0	0	-8.7739	-26.0394	21.8483	-35.2258	-5.1696	-0.3359	3.1436	0.0827	3.8143	-0.5317
BS_PTYP388A	AMR	NA	0.0017	0.2822	0.6995	0.0072	0.0094	13.7757	1.5509	-1.9273	2.8634	1.2055	-3.7284	1.2329	-0.2317	4.3223	-1.8157
BS_PV130A29	EUR	NA	0	0	0.0761	0	0.9239	-1.044	6.67	5.1644	8.6034	-3.4499	-0.6753	2.7894	0.1891	5.2442	0.5612
BS_PY472W3B	EUR	NA	0	0	0.043	0	0.957	2.98	10.6484	4.9521	9.1852	-2.8309	-3.7455	0.5005	-2.856	4.4699	-1.9397
BS_PY51XH82	EUR	NA	0	0	0.0459	0	0.9541	0.6983	10.1647	6.6956	8.0594	-3.4642	0.0647	2.6756	-1.5181	4.0127	-1.2484
BS_PZ35809R	EUR	NA	0	0	0.0452	0	0.9548	1.1995	9.9994	2.5452	8.5407	-1.3305	-3.9789	2.6657	-0.623	2.1303	-2.5676
BS_PZE7R1WM	EUR	NA	0	0	0.0222	0	0.9778	1.1558	11.8277	4.9995	8.6297	-4.1607	1.0137	1.5951	-0.2373	3.7797	-0.8309
BS_Q0T0VAXT	EUR	NA	0	0	0.0793	0	0.9207	2.8726	8.9161	3.9501	8.2333	-2.6993	-3.891	0.8121	-2.1048	3.3961	-2.949
BS_Q1SPJ467	EUR	NA	0	0	0.0705	0	0.9295	1.7274	10.4295	4.1449	6.3776	-2.4721	0.0754	1.4059	0.528	1.8986	-1.016
BS_Q2A0ACCS	AFR	NA	0	0.9991	9e-4	0	0	51.1463	-13.754	-0.8302	2.9972	-3.5936	-0.1794	3.2386	-1.7195	5.3046	-1.2951
BS_Q5ABAC4M	EUR	NA	0	0	0.0299	0	0.9701	0.4979	12.037	5.1703	7.6104	-2.6287	-1.1106	1.8477	-1.2245	4.9708	-0.5565
BS_Q5AH9TH0	EUR	NA	0	0	0.0356	0	0.9644	1.4508	11.0659	3.6259	7.8216	-1.957	-0.4366	3.2467	-0.2917	3.7029	0.3605
BS_Q5XKTB1V	EUR	NA	0	0	0.0357	0	0.9643	2.4588	11.1286	4.6283	7.6463	-2.8848	0.5071	1.958	0.1916	4.9952	-4.3607
BS_Q69BHVQX	AFR	NA	0	0.9987	0.0013	0	0	50.7975	-11.7539	-0.0316	1.8212	-2.919	-1.1394	0.9474	-3.7979	2.8185	-0.7997
BS_Q6K6BVTF	AFR	NA	0	0.9989	0.0011	0	0	50.302	-12.7561	0.3985	2.7991	-2.7446	-0.7499	1.9223	-0.9601	2.9093	-1.3338
BS_Q80JX5G6	EUR	NA	0	0	0.0195	0	0.9805	0.2444	11.6292	4.0324	9.3983	-5.5537	-2.0902	-0.0399	-1.0729	4.827	0.9008
BS_QE7WAAKC	EUR	NA	0	0	0.0465	0	0.9535	2.1498	10.5869	3.4631	7.3036	-3.5496	-0.7751	1.6251	-0.0867	5.7654	-0.2599
BS_QG3PYXB4	EUR	NA	1e-4	2e-4	0.353	0	0.6466	7.1683	7.1233	1.5166	6.4741	-1.7634	-4.8837	1.6848	-0.9509	6.1065	-1.8174
BS_QGEEVNAS	EUR	NA	0	0	0.0346	0	0.9654	2.9205	11.4714	3.8844	8.8124	-2.9928	-2.5657	2.3643	-0.8321	3.8019	0.1639
BS_QMDRA3VT	EUR	NA	0	0	0.0295	0	0.9705	1.2329	11.2407	4.5025	8.5559	-1.094	-0.3351	0.8312	-0.3996	4.9735	-1.3863
BS_QNYDD0TY	EUR	NA	0	0	0.0431	0	0.9569	2.999	10.5057	1.4991	8.079	-1.9527	-3.8313	3.1209	-2.0019	2.6781	-1.8146
BS_QSHPVH0P	EUR	NA	0	0	0.0661	0	0.9339	2.2588	9.4862	4.3063	7.8517	-2.7586	-0.8951	2.4697	-0.2483	2.6756	-0.6765
BS_QVS9AXGC	EUR	NA	0	0	0.0194	0	0.9806	0.3182	12.6182	4.8317	8.0541	-4.4786	-1.1771	1.987	-2.5081	3.3048	-2.081
BS_QVX41H9E	EUR	NA	0	0	0.0226	0	0.9774	1.7219	10.3539	3.4153	9.449	-3.8485	0.4564	3.4292	-0.4969	5.0857	-0.3115
BS_QW5QYXGG	EUR	NA	0	0	0.0654	0	0.9346	3.4138	10.3918	3.8888	7.8721	-1.8601	-3.4535	1.596	0.7631	5.0025	-3.3198
BS_QX8PTX5X	EUR	NA	0	0	0.0293	0	0.9707	1.951	11.8748	3.874	8.4313	-2.6757	-1.3849	1.8712	-0.9335	2.6049	0.0101
BS_QYFY15FA	EUR	NA	0	0	0.0743	0	0.9257	2.5741	10.6966	2.3869	6.7544	-2.6499	-6.2991	3.0129	0.4534	5.0425	-2.6827
BS_QYGZMWPC	EUR	NA	0	0	0.0269	0	0.9731	1.6027	10.528	3.8178	9.8747	-3.6135	-2.7874	2.8845	-0.7221	4.696	-0.5955
BS_QYQNZDD8	EUR	NA	0	0	0.0283	0	0.9717	0.9593	11.1891	3.9703	8.125	-2.221	-0.1656	3.3587	-0.7521	3.6997	-1.1473
BS_R035Q020	EUR	NA	0	0	0.0268	0	0.9732	1.3243	12.5602	3.6258	7.2803	-3.182	-0.2332	1.3606	-0.8579	3.6479	0.377
BS_R0JC16SG	AFR	NA	0	0.9995	5e-4	0	0	51.6918	-16.1876	-0.0134	1.6366	-4.6656	-0.1382	1.9614	-2.373	3.182	-0.6445
BS_R1CV479M	EUR	NA	0	0	0.0184	0	0.9816	-0.532	11.4745	5.833	9.5338	-3.4427	-0.599	1.293	-2.2558	4.5228	-0.5661
BS_R1G6SG0K	AMR	NA	1e-4	1e-4	0.5119	0	0.4879	8.0792	6.5543	5.1962	6.549	-3.4734	-1.5022	0.1418	-1.7272	2.5036	1.8874
BS_R2J0DCAT	EUR	NA	0	0	0.0958	0	0.9042	4.737	9.6684	2.1027	7.6762	-2.0581	-6.2267	0.8348	-0.3164	5.1819	-4.0196
BS_R2Z4MK3F	AMR	NA	3e-4	0.2944	0.7048	0	4e-4	19.3258	1.6822	3.5788	6.0201	-6.0204	-2.6236	3.179	-2.1113	3.6209	0.5985
BS_R333SVK1	EUR	NA	0	0	0.0063	0	0.9937	-0.6879	13.4823	4.1547	10.9828	-1.3884	-0.0347	0.5781	-2.9582	2.9702	0.1609
BS_R483NVWW	EUR	NA	0	0	0.0972	0	0.9028	2.5553	10.1988	3.0516	5.723	-0.5099	-2.2442	3.1839	-0.7432	3.1833	0.1044
BS_R726FKHP	EUR	NA	0	0	0.0222	0	0.9778	2.4037	12.1058	2.6259	7.941	-3.3498	-0.2002	2.9209	0.1936	6.0411	-1.4921
BS_R7TZRSZT	AMR	NA	0	0.0147	0.9853	0	0	-7.2587	-22.3032	18.3005	-29.24	-3.972	-1.4209	-0.4718	0.4139	3.625	-0.0954
BS_R96A4D8G	EUR	NA	0	0	0.0188	0	0.9812	1.73	12.8038	2.8993	8.4539	-3.9252	-1.0164	1.9859	0.4563	3.3291	-0.9839
BS_RAFVMB92	EUR	NA	0	0	0.0189	0	0.9811	1.491	13.4339	4.9284	8.0626	-3.4894	-0.6236	0.154	-1.5756	6.2463	0.5949
BS_RB3PE7G3	EUR	NA	0	0	0.049	0	0.951	2.0306	10.5904	5.0519	7.9254	-1.782	-1.4288	3.1846	-1.5496	4.4069	-0.1077
BS_RG2CTN65	AFR	NA	0	0.9989	0.0011	0	0	49.4458	-13.1218	1.8557	1.8481	-3.7705	-1.6613	2.5416	-0.6681	3.7431	0.2491
BS_RJ0CHRKK	AFR	NA	0	0.9969	0.0031	0	0	47.2412	-9.1905	0.7029	2.4092	-2.7254	-1.1621	0.809	-1.3554	4.8889	0.3693
BS_RK06RAFZ	EUR	NA	0	0	0.0325	0	0.9675	1.1851	9.5998	4.7108	9.4485	-4.5957	-0.0358	3.2526	-0.924	2.9355	-0.7463
BS_RKNNAG23	EUR	NA	0	0	0.0198	0	0.9802	-1.8351	10.5024	4.4678	8.7534	-1.1926	0.453	0.2153	-3.1155	5.0319	-1.3442
BS_RQPK5NY1	AMR	NA	0	0.0222	0.9778	0	0	0.487	-3.4552	8.8672	-2.9966	-2.5845	-2.2421	1.958	0.8865	4.2805	-0.177
BS_RREVQG9H	AMR	NA	7e-4	0.0061	0.9287	3e-4	0.0642	2.2174	3.8494	4.8622	0.2028	-2.2945	-1.7191	1.4821	-1.0015	2.2597	-0.0579
BS_RW50H521	EUR	NA	0	0	0.0413	0	0.9587	2.2833	10.6857	4.5609	7.7543	-5.3515	-0.8377	2.1415	-0.5624	6.3631	-0.5641
BS_RX561Y2K	EAS	NA	1	0	0	0	0	-7.0122	-42.2202	1.8429	5.1733	-9.3496	-2.7461	1.642	-0.4892	3.1149	-1.024
BS_RZHVM2QD	AFR	NA	0	0.9992	8e-4	0	0	51.2583	-13.953	-0.0672	-0.1334	-4.6434	-2.261	0.7917	-1.8539	2.7384	-1.0078
BS_S0NVKYR6	EUR	NA	0	0	0.043	0	0.957	1.6695	10.7244	2.2661	7.7405	-3.5862	-4.0045	1.1571	-1.2851	4.2185	-0.8959
BS_S0T3CQ97	EUR	NA	0	0	0.2031	0	0.7969	0.1715	9.1661	6.0199	3.3345	-1.9847	-1.1586	1.0802	-0.711	3.5352	-1.3933
BS_S0WS43HJ	SAS	NA	0	0	0	1	0	3.0708	-10.2755	-14.9315	-2.5692	-3.5877	-0.1709	2.5585	-0.1767	2.7573	-0.6734
BS_S2N3XTKS	AFR	NA	0	0.9987	0.0013	0	0	52.4903	-12.5227	-0.9035	1.413	-2.8316	-0.1973	1.5504	-0.5124	3.8754	-3.3336
BS_S34SCYW4	AMR	NA	0	0.0397	0.9603	0	0	-6.9573	-15.812	13.5587	-15.0191	-6.1013	1.2098	2.2948	-1.0666	5.3789	0.246
BS_S3VV60EP	EUR	NA	0	0	0.0375	0	0.9625	1.7875	10.9433	1.8365	7.4427	-1.8565	-3.4956	0.5325	-2.1411	6.7868	-1.7453
BS_S588W9V2	EUR	NA	0	0	0.0575	0	0.9425	3.2337	10.2362	4.3823	8.8804	-3.0283	-4.2592	1.2594	-1.3225	4.3894	-0.5387
BS_S5EPM2VY	EUR	NA	0	0	0.0524	0	0.9476	2.1323	11.1447	4.6512	6.9565	-2.8611	-1.9909	2.2041	-2.3186	4.5322	-0.3348
BS_S6EXG9N9	AMR	NA	0	0.0183	0.9817	0	0	-0.1204	-4.699	9.505	-8.0622	-4.3341	-0.9215	1.2684	1.1057	3.298	-1.2066
BS_S7MPY3T4	EUR	NA	0	0	0.0394	0	0.9606	-1.1045	12.1613	6.5043	6.6774	-3.8524	-1.4062	1.8431	0.1394	4.3839	0.0658
BS_S8CT9Z7J	AMR	NA	0	0.014	0.986	0	0	0.0707	-8.4106	12.445	-12.7386	-4.0317	-1.7056	1.2397	-0.2215	4.7255	1.4401
BS_S9CT40AZ	AFR	NA	0	0.9999	1e-4	0	0	60.0443	-17.8777	0.0363	0.5627	-2.5912	-0.6135	2.0639	-0.9108	4.5993	-1.3268
BS_SCCY3YMQ	AFR	NA	0	0.9992	8e-4	0	0	53.256100000000004	-12.8922	0.1367	0.4919	-3.8605	-0.1444	0.7099	-1.5604	3.8399	-1.1237
BS_SD28E0SC	EUR	NA	0	0	0.0526	0	0.9474	2.0464	11.1858	5.0472	7.3226	-2.5275	-0.4813	1.9002	1.4877	4.2901	-0.4945
BS_SDDK3Q44	EUR	NA	0	0	0.0258	0	0.9742	1.3269	11.6769	4.0027	8.1671	-3.4098	-1.3429	2.6972	-1.4379	5.4613	-0.6138
BS_SE82EQF8	EUR	NA	0	0	0.0562	0	0.9438	4.141	10.9926	4.1827	7.82	-2.6014	-2.0339	1.9516	-0.5199	3.8632	-1.9616
BS_SECVKH87	EUR	NA	0	0	0.0123	0	0.9877	1.3777	13.8153	2.0095	8.9528	-2.7353	-2.7811	1.7197	0.2781	4.844	-1.3234
BS_SF02KBCG	AMR	NA	7e-4	0.0012	0.6838	0	0.3143	8.1034	6.7349	6.9951	3.8709	-3.1727	-2.0914	1.3395	1.6556	4.6314	-1.1245
BS_SFH8TGKT	AMR	NA	0	0.0122	0.9878	0	0	-0.5251	-3.3693	10.645	-8.9196	-1.1915	-0.9898	-0.9818	0.3617	2.4681	0.0289
BS_SG7EPZ4W	EUR	NA	0	0	0.2081	0	0.7919	2.4094	7.7746	4.6592	4.4815	-2.7938	-0.6066	2.8426	-1.7805	4.4931	1.0065
BS_SGS26NXP	EUR	NA	0	0	0.0281	0	0.9719	2.5993	11.5255	3.7773	7.9715	-2.4476	0.4671	2.7663	-2.4565	4.1357	-0.4776
BS_SMRT95TG	AMR	NA	0	7e-4	0.8196	0	0.1797	0.8386	4.6511	7.1862	1.0095	-2.7833	-2.1958	2.0451	0.6182	2.6382	0.1813
BS_SN2CD2FC	AFR	NA	0	0.9992	8e-4	0	0	51.1726	-14.9261	1.4578	3.119	-4.9808	-3.1662	2.706	-1.0299	3.8039	-1.6189
BS_SN3A5QSN	EUR	NA	0	0	0.0273	0	0.9727	-0.1556	12.3417	5.8722	7.9043	-5.7142	-0.742	0.809	1.0337	4.8305	0.9705
BS_SP3ND4W3	EUR	NA	0	0	0.0249	0	0.9751	2.0626	11.1208	4.3426	10.1313	-2.5885	-2.2771	1.4143	-0.5033	4.2441	-1.3453
BS_SP886CE6	EUR	NA	0	0	0.1003	0	0.8997	4.628	11.0445	2.5289	6.2457	-1.8169	-3.0019	1.8199	0.8627	3.2698	-1.0247
BS_SQT11CPC	EUR	NA	0	0	0.0489	0	0.9511	4.4035	9.9065	1.4147	9.3225	-0.6437	-3.2712	1.9397	-1.3702	4.0111	-1.831
BS_SS95SWY2	EUR	NA	0	0	0.0804	0	0.9196	2.1301	8.5614	1.5841	7.4491	-0.6207	-3.8968	0.9732	-1.3856	4.9065	-2.0504
BS_SSVBWYPN	EUR	NA	0	0	0.0515	0	0.9485	4.0746	12.3191	1.8974	7.2573	-0.8974	-5.3473	1.8825	-1.6315	1.9626	-1.0127
BS_ST9MMP22	AFR	NA	0	0.9983	0.0017	0	0	48.2242	-12.337	0.7352	2.8074	-3.0161	-1.3364	1.6178	-1.6857	5.9256	-0.6188
BS_SW8JSYQ7	SAS	NA	6e-4	0.0025	0.0081	0.9654	0.0235	6.9114	2.0809	-3.3839	3.1066	-2.8204	-1.2525	2.8297	-1.3027	3.6186	-1.2929
BS_SWHT4TC3	EUR	NA	0	0	0.0333	0	0.9667	1.9589	12.4515	3.0966	6.3377	-4.4988	-2.4553	2.4393	-2.5467	4.7694	-1.7202
BS_SY0S6QFV	EUR	NA	0	0	0.0269	0	0.9731	0.3158	12.2941	3.8995	7.2816	-2.5675	-1.2026	2.6942	-1.0745	3.9368	-0.1319
BS_T2025VEQ	EUR	NA	0	0	0.0215	0	0.9785	0.7698	12.6667	5.0378	9.8552	0.1847	-3.5867	3.1722	1.0085	2.9283	-1.7398
BS_T20VY3XN	EUR	NA	0	0	0.0651	0	0.9349	2.6906	10.1565	2.4737	6.8998	-1.0665	-1.947	2.9814	-1.1881	3.1319	-0.3587
BS_T3FD64Z7	EUR	NA	0	0	0.1174	0.0018	0.8807	2.7319	6.8129	-1.5057	4.1974	-3.0601	-4.5275	1.4764	1.0381	6.9833	-0.4795
BS_T3VJQSYM	AFR	NA	0	0.9971	0.0029	0	0	45.5202	-11.9977	2.052	2.2115	-3.0372	-1.8889	1.2677	-1.2455	1.8758	0.1475
BS_T5772838	EUR	NA	0	0	0.0438	0	0.9562	2.828	9.5924	1.6765	9.748	-2.5725	-5.7155	0.0075	-2.0138	3.9294	-0.5231
BS_T5TB5NM7	EUR	NA	0	0	0.0599	0	0.9401	2.3174	9.4641	4.4235	8.1457	-3.8434	-1.3228	3.8458	-0.6141	2.9537	-0.246
BS_T5WVTGV8	EUR	NA	0	0	0.0538	0	0.9462	1.6484	10.8689	4.1721	8.2653	-3.4056	-4.4407	0.0953	-0.7235	2.6188	0.0245
BS_T77MXWTX	EUR	NA	0	0	0.0182	0	0.9818	0.277	11.7418	2.2233	8.6165	-2.5232	-3.4549	2.878	-2.8557	4.7082	-2.013
BS_T96ZHHK7	EUR	NA	0	0	0.0259	0	0.9741	0.8052	11.4802	5.5898	9.0609	-3.3184	-1.4181	0.7493	-1.6572	4.9178	-0.9644
BS_T97EP8H0	SAS	NA	0	0	0	1	0	3.1362	-3.9472	-12.1121	-0.5581	-3.7549	-1.5455	4.6275	-1.9341	3.2746	0.1357
BS_TA48KCWF	EUR	NA	0	0	0.0272	0	0.9728	1.1839	10.4156	5.965	10.1478	-3.5976	-0.9593	2.232	-2.3408	2.7733	-0.6295
BS_TBYS2Z4H	SAS	NA	0	0	0	1	0	1.8421	-6.0162	-18.9038	-4.4196	-2.3785	-2.6718	0.2669	-0.2378	2.1866	-0.3142
BS_TDN8NVYJ	EUR	NA	0	0	0.1166	0	0.8834	1.4612	9.3654	7.5626	6.1341	-3.2872	0.5873	3.6893	0.251	3.8595	0.402
BS_TE01WW4M	EUR	NA	0	0	0.0278	0	0.9722	1.8159	11.7775	2.5599	7.9707	-2.4784	-1.5337	3.3461	-0.2856	3.0507	-1.107
BS_TGEBNSS2	AMR	NA	0	0.0147	0.9853	0	0	-1.0095	-8.6873	12.0537	-14.5317	-3.3951	-2.1649	1.9138	0.3437	3.1846	-1.1736
BS_TH4A63J7	EAS	NA	1	0	0	0	0	-6.6215	-42.985	3.9023	7.2937	-3.2684	-2.4701	0.6806	-0.2889	4.1264	-0.7117
BS_THDBV4G0	EUR	NA	0	0	0.0104	0	0.9896	0.2383	12.244	4.5245	9.8182	-3.6235	0.5495	2.6361	-1.6928	5.2634	-2.8408
BS_TKRHXGZQ	EUR	NA	0	0	0.0137	0	0.9863	0.0717	14.6265	4.8105	7.0133	-2.838	0.2871	1.8136	-1.5694	5.5138	-0.7355
